Resume ID,Candidate Name,Job ID,Job Title,Semantic Score,Skill Overlap,Final Score,Final %
696,696,1315,Database Administrator,0.8287,0.1084,0.6486,64.86
696,696,515,Java Developer,0.8215,0.1156,0.6451,64.51
696,696,949,Software Engineer,0.8177,0.1157,0.6422,64.22
696,696,2057,Network Administrator,0.8137,0.0947,0.634,63.4
697,697,599,Software Engineer,0.8654,0.1478,0.686,68.6
697,697,773,Machine Learning,0.8313,0.1401,0.6585,65.85
697,697,1302,Full Stack Developer,0.8334,0.132,0.658,65.8
697,697,1919,Database Administrator,0.8288,0.1291,0.6539,65.39
697,697,346,Machine Learning,0.8267,0.1322,0.6531,65.31
698,698,23,Database Administrator,0.8289,0.1379,0.6561,65.61
698,698,715,Database Administrator,0.8313,0.1287,0.6557,65.57
698,698,1724,Machine Learning,0.8314,0.1152,0.6523,65.23
698,698,1538,Machine Learning,0.8317,0.1134,0.6521,65.21
698,698,1591,Database Administrator,0.8306,0.1076,0.6499,64.99
699,699,817,Backend Developer,0.8682,0.1181,0.6807,68.07
699,699,1315,Database Administrator,0.8287,0.1084,0.6486,64.86
699,699,515,Java Developer,0.8215,0.1156,0.6451,64.51
699,699,949,Software Engineer,0.8177,0.1157,0.6422,64.22
699,699,2057,Network Administrator,0.8137,0.0947,0.634,63.4
700,700,599,Software Engineer,0.8654,0.1478,0.686,68.6
700,700,773,Machine Learning,0.8313,0.1401,0.6585,65.85
700,700,1302,Full Stack Developer,0.8334,0.132,0.658,65.8
700,700,1919,Database Administrator,0.8288,0.1291,0.6539,65.39
700,700,346,Machine Learning,0.8267,0.1322,0.6531,65.31
701,701,23,Database Administrator,0.8289,0.1379,0.6561,65.61
701,701,715,Database Administrator,0.8313,0.1287,0.6557,65.57
701,701,1724,Machine Learning,0.8314,0.1152,0.6523,65.23
701,701,1538,Machine Learning,0.8317,0.1134,0.6521,65.21
701,701,1591,Database Administrator,0.8306,0.1076,0.6499,64.99
702,702,817,Backend Developer,0.8682,0.1181,0.6807,68.07
702,702,1315,Database Administrator,0.8287,0.1084,0.6486,64.86
702,702,515,Java Developer,0.8215,0.1156,0.6451,64.51
702,702,949,Software Engineer,0.8177,0.1157,0.6422,64.22
702,702,2057,Network Administrator,0.8137,0.0947,0.634,63.4
703,703,599,Software Engineer,0.8654,0.1478,0.686,68.6
703,703,773,Machine Learning,0.8313,0.1401,0.6585,65.85
703,703,1302,Full Stack Developer,0.8334,0.132,0.658,65.8
703,703,1919,Database Administrator,0.8288,0.1291,0.6539,65.39
703,703,346,Machine Learning,0.8267,0.1322,0.6531,65.31
704,704,23,Database Administrator,0.8289,0.1379,0.6561,65.61
704,704,715,Database Administrator,0.8313,0.1287,0.6557,65.57
704,704,1724,Machine Learning,0.8314,0.1152,0.6523,65.23
704,704,1538,Machine Learning,0.8317,0.1134,0.6521,65.21
704,704,1591,Database Administrator,0.8306,0.1076,0.6499,64.99
705,705,817,Backend Developer,0.8682,0.1181,0.6807,68.07
705,705,1315,Database Administrator,0.8287,0.1084,0.6486,64.86
705,705,515,Java Developer,0.8215,0.1156,0.6451,64.51
705,705,949,Software Engineer,0.8177,0.1157,0.6422,64.22
705,705,2057,Network Administrator,0.8137,0.0947,0.634,63.4
706,706,599,Software Engineer,0.8654,0.1478,0.686,68.6
706,706,773,Machine Learning,0.8313,0.1401,0.6585,65.85
706,706,1302,Full Stack Developer,0.8334,0.132,0.658,65.8
706,706,1919,Database Administrator,0.8288,0.1291,0.6539,65.39
706,706,346,Machine Learning,0.8267,0.1322,0.6531,65.31
707,707,23,Database Administrator,0.8289,0.1379,0.6561,65.61
707,707,715,Database Administrator,0.8313,0.1287,0.6557,65.57
707,707,1724,Machine Learning,0.8314,0.1152,0.6523,65.23
707,707,1538,Machine Learning,0.8317,0.1134,0.6521,65.21
707,707,1591,Database Administrator,0.8306,0.1076,0.6499,64.99
708,708,817,Backend Developer,0.8682,0.1181,0.6807,68.07
708,708,1315,Database Administrator,0.8287,0.1084,0.6486,64.86
708,708,515,Java Developer,0.8215,0.1156,0.6451,64.51
708,708,949,Software Engineer,0.8177,0.1157,0.6422,64.22
708,708,2057,Network Administrator,0.8137,0.0947,0.634,63.4
709,709,867,Database Administrator,0.8094,0.1543,0.6456,64.56
709,709,318,Database Administrator,0.7789,0.1397,0.6191,61.91
709,709,18,Database Administrator,0.756,0.1765,0.6111,61.11
709,709,1201,Database Administrator,0.7619,0.1264,0.603,60.3
709,709,970,Database Administrator,0.7645,0.1165,0.6025,60.25
710,710,284,Database Administrator,0.8491,0.1911,0.6846,68.46
710,710,1775,Database Administrator,0.8249,0.1834,0.6645,66.45
710,710,1010,Database Administrator,0.8329,0.1536,0.6631,66.31
710,710,1559,Database Administrator,0.8264,0.16,0.6598,65.98
710,710,1855,Database Administrator,0.8226,0.1437,0.6528,65.28
711,711,236,DevOps Engineer,0.8144,0.117,0.6401,64.01
711,711,1096,Full Stack Developer,0.8071,0.123,0.6361,63.61
711,711,1082,Network Administrator,0.804,0.1246,0.6342,63.42
711,711,23,Database Administrator,0.7981,0.1279,0.6305,63.05
711,711,2075,DevOps Engineer,0.7992,0.1197,0.6294,62.94
712,712,435,Database Administrator,0.8041,0.0395,0.613,61.3
712,712,867,Database Administrator,0.7824,0.0299,0.5943,59.43
712,712,318,Database Administrator,0.7827,0.013,0.5903,59.03
712,712,970,Database Administrator,0.7725,0.0367,0.5886,58.86
712,712,18,Database Administrator,0.7723,0.0152,0.583,58.3
713,713,435,Database Administrator,0.8239,0.1186,0.6476,64.76
713,713,284,Database Administrator,0.7454,0.1221,0.5896,58.96
713,713,318,Database Administrator,0.7411,0.106,0.5823,58.23
713,713,1308,Database Administrator,0.7468,0.0743,0.5787,57.87
713,713,2038,Database Administrator,0.7421,0.058,0.5711,57.11
714,714,318,Database Administrator,0.8058,0.139,0.6391,63.91
714,714,1201,Database Administrator,0.7888,0.1208,0.6218,62.18
714,714,1154,Database Administrator,0.787,0.1056,0.6166,61.66
714,714,2266,Machine Learning,0.7884,0.0866,0.613,61.3
714,714,547,Machine Learning,0.7943,0.05,0.6082,60.82
715,715,1201,Database Administrator,0.8256,0.1416,0.6546,65.46
715,715,18,Database Administrator,0.8149,0.1603,0.6513,65.13
715,715,867,Database Administrator,0.8233,0.1275,0.6494,64.94
715,715,1154,Database Administrator,0.8131,0.116,0.6388,63.88
715,715,318,Database Administrator,0.8039,0.1335,0.6363,63.63
716,716,284,Database Administrator,0.8074,0.2019,0.656,65.6
716,716,1938,Database Administrator,0.8111,0.1623,0.6489,64.89
716,716,83,Database Administrator,0.8219,0.1194,0.6463,64.63
716,716,1317,Database Administrator,0.805,0.1481,0.6408,64.08
716,716,1154,Database Administrator,0.8061,0.1102,0.6321,63.21
717,717,18,Database Administrator,0.8639,0.1811,0.6932,69.32
717,717,625,Database Administrator,0.8419,0.152,0.6694,66.94
717,717,1775,Database Administrator,0.8382,0.1555,0.6675,66.75
717,717,1824,Database Administrator,0.8308,0.1321,0.6562,65.62
717,717,2124,Java Developer,0.8407,0.0763,0.6496,64.96
718,718,867,Database Administrator,0.8686,0.1366,0.6856,68.56
718,718,1201,Database Administrator,0.851,0.1239,0.6692,66.92
718,718,18,Database Administrator,0.8433,0.1436,0.6684,66.84
718,718,1775,Database Administrator,0.831,0.125,0.6545,65.45
718,718,1154,Database Administrator,0.8335,0.1054,0.6515,65.15
719,719,605,Machine Learning,0.8094,0.1282,0.6391,63.91
719,719,867,Database Administrator,0.7956,0.1371,0.631,63.1
719,719,1067,Django Developer,0.8024,0.1098,0.6293,62.93
719,719,547,Machine Learning,0.8094,0.0833,0.6279,62.79
719,719,1002,Machine Learning,0.7852,0.1333,0.6222,62.22
720,720,867,Database Administrator,0.8094,0.1543,0.6456,64.56
720,720,318,Database Administrator,0.7789,0.1397,0.6191,61.91
720,720,18,Database Administrator,0.756,0.1765,0.6111,61.11
720,720,1201,Database Administrator,0.7619,0.1264,0.603,60.3
720,720,970,Database Administrator,0.7645,0.1165,0.6025,60.25
721,721,284,Database Administrator,0.8491,0.1911,0.6846,68.46
721,721,1775,Database Administrator,0.8249,0.1834,0.6645,66.45
721,721,1010,Database Administrator,0.8329,0.1536,0.6631,66.31
721,721,1559,Database Administrator,0.8264,0.16,0.6598,65.98
721,721,1855,Database Administrator,0.8226,0.1437,0.6528,65.28
722,722,236,DevOps Engineer,0.8144,0.117,0.6401,64.01
722,722,1096,Full Stack Developer,0.8071,0.123,0.6361,63.61
722,722,1082,Network Administrator,0.804,0.1246,0.6342,63.42
722,722,23,Database Administrator,0.7981,0.1279,0.6305,63.05
722,722,2075,DevOps Engineer,0.7992,0.1197,0.6294,62.94
723,723,435,Database Administrator,0.8041,0.0395,0.613,61.3
723,723,867,Database Administrator,0.7824,0.0299,0.5943,59.43
723,723,318,Database Administrator,0.7827,0.013,0.5903,59.03
723,723,970,Database Administrator,0.7725,0.0367,0.5886,58.86
723,723,18,Database Administrator,0.7723,0.0152,0.583,58.3
724,724,435,Database Administrator,0.8239,0.1186,0.6476,64.76
724,724,284,Database Administrator,0.7454,0.1221,0.5896,58.96
724,724,318,Database Administrator,0.7411,0.106,0.5823,58.23
724,724,1308,Database Administrator,0.7468,0.0743,0.5787,57.87
724,724,2038,Database Administrator,0.7421,0.058,0.5711,57.11
725,725,318,Database Administrator,0.8058,0.139,0.6391,63.91
725,725,1201,Database Administrator,0.7888,0.1208,0.6218,62.18
725,725,1154,Database Administrator,0.787,0.1056,0.6166,61.66
725,725,2266,Machine Learning,0.7884,0.0866,0.613,61.3
725,725,547,Machine Learning,0.7943,0.05,0.6082,60.82
726,726,1201,Database Administrator,0.8256,0.1416,0.6546,65.46
726,726,18,Database Administrator,0.8149,0.1603,0.6513,65.13
726,726,867,Database Administrator,0.8233,0.1275,0.6494,64.94
726,726,1154,Database Administrator,0.8131,0.116,0.6388,63.88
726,726,318,Database Administrator,0.8039,0.1335,0.6363,63.63
727,727,284,Database Administrator,0.8074,0.2019,0.656,65.6
727,727,1938,Database Administrator,0.8111,0.1623,0.6489,64.89
727,727,83,Database Administrator,0.8219,0.1194,0.6463,64.63
727,727,1317,Database Administrator,0.805,0.1481,0.6408,64.08
727,727,1154,Database Administrator,0.8061,0.1102,0.6321,63.21
728,728,18,Database Administrator,0.8639,0.1811,0.6932,69.32
728,728,625,Database Administrator,0.8419,0.152,0.6694,66.94
728,728,1775,Database Administrator,0.8382,0.1555,0.6675,66.75
728,728,1824,Database Administrator,0.8308,0.1321,0.6562,65.62
728,728,2124,Java Developer,0.8407,0.0763,0.6496,64.96
729,729,867,Database Administrator,0.8686,0.1366,0.6856,68.56
729,729,1201,Database Administrator,0.851,0.1239,0.6692,66.92
729,729,18,Database Administrator,0.8433,0.1436,0.6684,66.84
729,729,1775,Database Administrator,0.831,0.125,0.6545,65.45
729,729,1154,Database Administrator,0.8335,0.1054,0.6515,65.15
730,730,605,Machine Learning,0.8094,0.1282,0.6391,63.91
730,730,867,Database Administrator,0.7956,0.1371,0.631,63.1
730,730,1067,Django Developer,0.8024,0.1098,0.6293,62.93
730,730,547,Machine Learning,0.8094,0.0833,0.6279,62.79
730,730,1002,Machine Learning,0.7852,0.1333,0.6222,62.22
731,731,867,Database Administrator,0.8094,0.1543,0.6456,64.56
731,731,318,Database Administrator,0.7789,0.1397,0.6191,61.91
731,731,18,Database Administrator,0.756,0.1765,0.6111,61.11
731,731,1201,Database Administrator,0.7619,0.1264,0.603,60.3
731,731,970,Database Administrator,0.7645,0.1165,0.6025,60.25
732,732,284,Database Administrator,0.8491,0.1911,0.6846,68.46
732,732,1775,Database Administrator,0.8249,0.1834,0.6645,66.45
732,732,1010,Database Administrator,0.8329,0.1536,0.6631,66.31
732,732,1559,Database Administrator,0.8264,0.16,0.6598,65.98
732,732,1855,Database Administrator,0.8226,0.1437,0.6528,65.28
733,733,236,DevOps Engineer,0.8144,0.117,0.6401,64.01
733,733,1096,Full Stack Developer,0.8071,0.123,0.6361,63.61
733,733,1082,Network Administrator,0.804,0.1246,0.6342,63.42
733,733,23,Database Administrator,0.7981,0.1279,0.6305,63.05
733,733,2075,DevOps Engineer,0.7992,0.1197,0.6294,62.94
734,734,435,Database Administrator,0.8041,0.0395,0.613,61.3
734,734,867,Database Administrator,0.7824,0.0299,0.5943,59.43
734,734,318,Database Administrator,0.7827,0.013,0.5903,59.03
734,734,970,Database Administrator,0.7725,0.0367,0.5886,58.86
734,734,18,Database Administrator,0.7723,0.0152,0.583,58.3
735,735,435,Database Administrator,0.8239,0.1186,0.6476,64.76
735,735,284,Database Administrator,0.7454,0.1221,0.5896,58.96
735,735,318,Database Administrator,0.7411,0.106,0.5823,58.23
735,735,1308,Database Administrator,0.7468,0.0743,0.5787,57.87
735,735,2038,Database Administrator,0.7421,0.058,0.5711,57.11
736,736,318,Database Administrator,0.8058,0.139,0.6391,63.91
736,736,1201,Database Administrator,0.7888,0.1208,0.6218,62.18
736,736,1154,Database Administrator,0.787,0.1056,0.6166,61.66
736,736,2266,Machine Learning,0.7884,0.0866,0.613,61.3
736,736,547,Machine Learning,0.7943,0.05,0.6082,60.82
737,737,1201,Database Administrator,0.8256,0.1416,0.6546,65.46
737,737,18,Database Administrator,0.8149,0.1603,0.6513,65.13
737,737,867,Database Administrator,0.8233,0.1275,0.6494,64.94
737,737,1154,Database Administrator,0.8131,0.116,0.6388,63.88
737,737,318,Database Administrator,0.8039,0.1335,0.6363,63.63
738,738,284,Database Administrator,0.8074,0.2019,0.656,65.6
738,738,1938,Database Administrator,0.8111,0.1623,0.6489,64.89
738,738,83,Database Administrator,0.8219,0.1194,0.6463,64.63
738,738,1317,Database Administrator,0.805,0.1481,0.6408,64.08
738,738,1154,Database Administrator,0.8061,0.1102,0.6321,63.21
739,739,18,Database Administrator,0.8639,0.1811,0.6932,69.32
739,739,625,Database Administrator,0.8419,0.152,0.6694,66.94
739,739,1775,Database Administrator,0.8382,0.1555,0.6675,66.75
739,739,1824,Database Administrator,0.8308,0.1321,0.6562,65.62
739,739,2124,Java Developer,0.8407,0.0763,0.6496,64.96
740,740,867,Database Administrator,0.8686,0.1366,0.6856,68.56
740,740,1201,Database Administrator,0.851,0.1239,0.6692,66.92
740,740,18,Database Administrator,0.8433,0.1436,0.6684,66.84
740,740,1775,Database Administrator,0.831,0.125,0.6545,65.45
740,740,1154,Database Administrator,0.8335,0.1054,0.6515,65.15
741,741,605,Machine Learning,0.8094,0.1282,0.6391,63.91
741,741,867,Database Administrator,0.7956,0.1371,0.631,63.1
741,741,1067,Django Developer,0.8024,0.1098,0.6293,62.93
741,741,547,Machine Learning,0.8094,0.0833,0.6279,62.79
741,741,1002,Machine Learning,0.7852,0.1333,0.6222,62.22
742,742,263,Machine Learning,0.7968,0.1519,0.6356,63.56
742,742,1098,Software Engineer,0.7376,0.1051,0.5795,57.95
742,742,2083,Machine Learning,0.7232,0.1259,0.5739,57.39
742,742,1736,Software Engineer,0.7065,0.1111,0.5577,55.77
742,742,430,Django Developer,0.6707,0.1339,0.5365,53.65
743,743,263,Machine Learning,0.8205,0.115,0.6441,64.41
743,743,1736,Software Engineer,0.7715,0.072,0.5967,59.67
743,743,1098,Software Engineer,0.7629,0.0652,0.5884,58.84
743,743,2242,Machine Learning,0.7428,0.0802,0.5772,57.72
743,743,2083,Machine Learning,0.7429,0.0671,0.574,57.4
744,744,263,Machine Learning,0.7989,0.0977,0.6236,62.36
744,744,1970,Machine Learning,0.8064,0.0705,0.6224,62.24
744,744,1098,Software Engineer,0.7975,0.0815,0.6185,61.85
744,744,2065,Java Developer,0.7729,0.0835,0.6006,60.06
744,744,342,Full Stack Developer,0.7616,0.0969,0.5954,59.54
745,745,1098,Software Engineer,0.8613,0.0993,0.6708,67.08
745,745,263,Machine Learning,0.8389,0.126,0.6607,66.07
745,745,1867,Database Administrator,0.8376,0.1111,0.656,65.6
745,745,605,Machine Learning,0.8329,0.1108,0.6524,65.24
745,745,547,Machine Learning,0.8382,0.0894,0.651,65.1
746,746,263,Machine Learning,0.8121,0.149,0.6463,64.63
746,746,605,Machine Learning,0.7936,0.1287,0.6274,62.74
746,746,1098,Software Engineer,0.7946,0.1182,0.6255,62.55
746,746,1736,Software Engineer,0.7952,0.1054,0.6227,62.27
746,746,1978,Machine Learning,0.7926,0.1015,0.6198,61.98
747,747,263,Machine Learning,0.8264,0.1294,0.6521,65.21
747,747,605,Machine Learning,0.815,0.0996,0.6362,63.62
747,747,1098,Software Engineer,0.8003,0.0798,0.6202,62.02
747,747,1736,Software Engineer,0.7916,0.0894,0.616,61.6
747,747,1978,Machine Learning,0.7872,0.0918,0.6134,61.34
748,748,263,Machine Learning,0.836,0.1352,0.6608,66.08
748,748,1098,Software Engineer,0.8025,0.1196,0.6318,63.18
748,748,520,Machine Learning,0.7954,0.1183,0.6262,62.62
748,748,547,Machine Learning,0.8102,0.0521,0.6207,62.07
748,748,1978,Machine Learning,0.7903,0.0685,0.6098,60.98
749,749,263,Machine Learning,0.7968,0.1519,0.6356,63.56
749,749,1098,Software Engineer,0.7376,0.1051,0.5795,57.95
749,749,2083,Machine Learning,0.7232,0.1259,0.5739,57.39
749,749,1736,Software Engineer,0.7065,0.1111,0.5577,55.77
749,749,430,Django Developer,0.6707,0.1339,0.5365,53.65
750,750,263,Machine Learning,0.8205,0.115,0.6441,64.41
750,750,1736,Software Engineer,0.7715,0.072,0.5967,59.67
750,750,1098,Software Engineer,0.7629,0.0652,0.5884,58.84
750,750,2242,Machine Learning,0.7428,0.0802,0.5772,57.72
750,750,2083,Machine Learning,0.7429,0.0671,0.574,57.4
751,751,263,Machine Learning,0.7989,0.0977,0.6236,62.36
751,751,1970,Machine Learning,0.8064,0.0705,0.6224,62.24
751,751,1098,Software Engineer,0.7975,0.0815,0.6185,61.85
751,751,2065,Java Developer,0.7729,0.0835,0.6006,60.06
751,751,342,Full Stack Developer,0.7616,0.0969,0.5954,59.54
752,752,1098,Software Engineer,0.8613,0.0993,0.6708,67.08
752,752,263,Machine Learning,0.8389,0.126,0.6607,66.07
752,752,1867,Database Administrator,0.8376,0.1111,0.656,65.6
752,752,605,Machine Learning,0.8329,0.1108,0.6524,65.24
752,752,547,Machine Learning,0.8382,0.0894,0.651,65.1
753,753,263,Machine Learning,0.8121,0.149,0.6463,64.63
753,753,605,Machine Learning,0.7936,0.1287,0.6274,62.74
753,753,1098,Software Engineer,0.7946,0.1182,0.6255,62.55
753,753,1736,Software Engineer,0.7952,0.1054,0.6227,62.27
753,753,1978,Machine Learning,0.7926,0.1015,0.6198,61.98
754,754,263,Machine Learning,0.8264,0.1294,0.6521,65.21
754,754,605,Machine Learning,0.815,0.0996,0.6362,63.62
754,754,1098,Software Engineer,0.8003,0.0798,0.6202,62.02
754,754,1736,Software Engineer,0.7916,0.0894,0.616,61.6
754,754,1978,Machine Learning,0.7872,0.0918,0.6134,61.34
755,755,263,Machine Learning,0.836,0.1352,0.6608,66.08
755,755,1098,Software Engineer,0.8025,0.1196,0.6318,63.18
755,755,520,Machine Learning,0.7954,0.1183,0.6262,62.62
755,755,547,Machine Learning,0.8102,0.0521,0.6207,62.07
755,755,1978,Machine Learning,0.7903,0.0685,0.6098,60.98
756,756,263,Machine Learning,0.7968,0.1519,0.6356,63.56
756,756,1098,Software Engineer,0.7376,0.1051,0.5795,57.95
756,756,2083,Machine Learning,0.7232,0.1259,0.5739,57.39
756,756,1736,Software Engineer,0.7065,0.1111,0.5577,55.77
756,756,430,Django Developer,0.6707,0.1339,0.5365,53.65
757,757,263,Machine Learning,0.8205,0.115,0.6441,64.41
757,757,1736,Software Engineer,0.7715,0.072,0.5967,59.67
757,757,1098,Software Engineer,0.7629,0.0652,0.5884,58.84
757,757,2242,Machine Learning,0.7428,0.0802,0.5772,57.72
757,757,2083,Machine Learning,0.7429,0.0671,0.574,57.4
758,758,263,Machine Learning,0.7989,0.0977,0.6236,62.36
758,758,1970,Machine Learning,0.8064,0.0705,0.6224,62.24
758,758,1098,Software Engineer,0.7975,0.0815,0.6185,61.85
758,758,2065,Java Developer,0.7729,0.0835,0.6006,60.06
758,758,342,Full Stack Developer,0.7616,0.0969,0.5954,59.54
759,759,1098,Software Engineer,0.8613,0.0993,0.6708,67.08
759,759,263,Machine Learning,0.8389,0.126,0.6607,66.07
759,759,1867,Database Administrator,0.8376,0.1111,0.656,65.6
759,759,605,Machine Learning,0.8329,0.1108,0.6524,65.24
759,759,547,Machine Learning,0.8382,0.0894,0.651,65.1
760,760,263,Machine Learning,0.8121,0.149,0.6463,64.63
760,760,605,Machine Learning,0.7936,0.1287,0.6274,62.74
760,760,1098,Software Engineer,0.7946,0.1182,0.6255,62.55
760,760,1736,Software Engineer,0.7952,0.1054,0.6227,62.27
760,760,1978,Machine Learning,0.7926,0.1015,0.6198,61.98
761,761,263,Machine Learning,0.8264,0.1294,0.6521,65.21
761,761,605,Machine Learning,0.815,0.0996,0.6362,63.62
761,761,1098,Software Engineer,0.8003,0.0798,0.6202,62.02
761,761,1736,Software Engineer,0.7916,0.0894,0.616,61.6
761,761,1978,Machine Learning,0.7872,0.0918,0.6134,61.34
762,762,263,Machine Learning,0.836,0.1352,0.6608,66.08
762,762,1098,Software Engineer,0.8025,0.1196,0.6318,63.18
762,762,520,Machine Learning,0.7954,0.1183,0.6262,62.62
762,762,547,Machine Learning,0.8102,0.0521,0.6207,62.07
762,762,1978,Machine Learning,0.7903,0.0685,0.6098,60.98
763,763,263,Machine Learning,0.7968,0.1519,0.6356,63.56
763,763,1098,Software Engineer,0.7376,0.1051,0.5795,57.95
763,763,2083,Machine Learning,0.7232,0.1259,0.5739,57.39
763,763,1736,Software Engineer,0.7065,0.1111,0.5577,55.77
763,763,430,Django Developer,0.6707,0.1339,0.5365,53.65
764,764,263,Machine Learning,0.8205,0.115,0.6441,64.41
764,764,1736,Software Engineer,0.7715,0.072,0.5967,59.67
764,764,1098,Software Engineer,0.7629,0.0652,0.5884,58.84
764,764,2242,Machine Learning,0.7428,0.0802,0.5772,57.72
764,764,2083,Machine Learning,0.7429,0.0671,0.574,57.4
765,765,263,Machine Learning,0.7989,0.0977,0.6236,62.36
765,765,1970,Machine Learning,0.8064,0.0705,0.6224,62.24
765,765,1098,Software Engineer,0.7975,0.0815,0.6185,61.85
765,765,2065,Java Developer,0.7729,0.0835,0.6006,60.06
765,765,342,Full Stack Developer,0.7616,0.0969,0.5954,59.54
766,766,1098,Software Engineer,0.8613,0.0993,0.6708,67.08
766,766,263,Machine Learning,0.8389,0.126,0.6607,66.07
766,766,1867,Database Administrator,0.8376,0.1111,0.656,65.6
766,766,605,Machine Learning,0.8329,0.1108,0.6524,65.24
766,766,547,Machine Learning,0.8382,0.0894,0.651,65.1
767,767,263,Machine Learning,0.8121,0.149,0.6463,64.63
767,767,605,Machine Learning,0.7936,0.1287,0.6274,62.74
767,767,1098,Software Engineer,0.7946,0.1182,0.6255,62.55
767,767,1736,Software Engineer,0.7952,0.1054,0.6227,62.27
767,767,1978,Machine Learning,0.7926,0.1015,0.6198,61.98
768,768,263,Machine Learning,0.8264,0.1294,0.6521,65.21
768,768,605,Machine Learning,0.815,0.0996,0.6362,63.62
768,768,1098,Software Engineer,0.8003,0.0798,0.6202,62.02
768,768,1736,Software Engineer,0.7916,0.0894,0.616,61.6
768,768,1978,Machine Learning,0.7872,0.0918,0.6134,61.34
769,769,263,Machine Learning,0.836,0.1352,0.6608,66.08
769,769,1098,Software Engineer,0.8025,0.1196,0.6318,63.18
769,769,520,Machine Learning,0.7954,0.1183,0.6262,62.62
769,769,547,Machine Learning,0.8102,0.0521,0.6207,62.07
769,769,1978,Machine Learning,0.7903,0.0685,0.6098,60.98
770,770,263,Machine Learning,0.7968,0.1519,0.6356,63.56
770,770,1098,Software Engineer,0.7376,0.1051,0.5795,57.95
770,770,2083,Machine Learning,0.7232,0.1259,0.5739,57.39
770,770,1736,Software Engineer,0.7065,0.1111,0.5577,55.77
770,770,430,Django Developer,0.6707,0.1339,0.5365,53.65
771,771,263,Machine Learning,0.8205,0.115,0.6441,64.41
771,771,1736,Software Engineer,0.7715,0.072,0.5967,59.67
771,771,1098,Software Engineer,0.7629,0.0652,0.5884,58.84
771,771,2242,Machine Learning,0.7428,0.0802,0.5772,57.72
771,771,2083,Machine Learning,0.7429,0.0671,0.574,57.4
772,772,263,Machine Learning,0.7989,0.0977,0.6236,62.36
772,772,1970,Machine Learning,0.8064,0.0705,0.6224,62.24
772,772,1098,Software Engineer,0.7975,0.0815,0.6185,61.85
772,772,2065,Java Developer,0.7729,0.0835,0.6006,60.06
772,772,342,Full Stack Developer,0.7616,0.0969,0.5954,59.54
773,773,1098,Software Engineer,0.8613,0.0993,0.6708,67.08
773,773,263,Machine Learning,0.8389,0.126,0.6607,66.07
773,773,1867,Database Administrator,0.8376,0.1111,0.656,65.6
773,773,605,Machine Learning,0.8329,0.1108,0.6524,65.24
773,773,547,Machine Learning,0.8382,0.0894,0.651,65.1
774,774,263,Machine Learning,0.8121,0.149,0.6463,64.63
774,774,605,Machine Learning,0.7936,0.1287,0.6274,62.74
774,774,1098,Software Engineer,0.7946,0.1182,0.6255,62.55
774,774,1736,Software Engineer,0.7952,0.1054,0.6227,62.27
774,774,1978,Machine Learning,0.7926,0.1015,0.6198,61.98
775,775,263,Machine Learning,0.8264,0.1294,0.6521,65.21
775,775,605,Machine Learning,0.815,0.0996,0.6362,63.62
775,775,1098,Software Engineer,0.8003,0.0798,0.6202,62.02
775,775,1736,Software Engineer,0.7916,0.0894,0.616,61.6
775,775,1978,Machine Learning,0.7872,0.0918,0.6134,61.34
776,776,263,Machine Learning,0.836,0.1352,0.6608,66.08
776,776,1098,Software Engineer,0.8025,0.1196,0.6318,63.18
776,776,520,Machine Learning,0.7954,0.1183,0.6262,62.62
776,776,547,Machine Learning,0.8102,0.0521,0.6207,62.07
776,776,1978,Machine Learning,0.7903,0.0685,0.6098,60.98
777,777,263,Machine Learning,0.7968,0.1519,0.6356,63.56
777,777,1098,Software Engineer,0.7376,0.1051,0.5795,57.95
777,777,2083,Machine Learning,0.7232,0.1259,0.5739,57.39
777,777,1736,Software Engineer,0.7065,0.1111,0.5577,55.77
777,777,430,Django Developer,0.6707,0.1339,0.5365,53.65
778,778,263,Machine Learning,0.8205,0.115,0.6441,64.41
778,778,1736,Software Engineer,0.7715,0.072,0.5967,59.67
778,778,1098,Software Engineer,0.7629,0.0652,0.5884,58.84
778,778,2242,Machine Learning,0.7428,0.0802,0.5772,57.72
778,778,2083,Machine Learning,0.7429,0.0671,0.574,57.4
779,779,263,Machine Learning,0.7989,0.0977,0.6236,62.36
779,779,1970,Machine Learning,0.8064,0.0705,0.6224,62.24
779,779,1098,Software Engineer,0.7975,0.0815,0.6185,61.85
779,779,2065,Java Developer,0.7729,0.0835,0.6006,60.06
779,779,342,Full Stack Developer,0.7616,0.0969,0.5954,59.54
780,780,1098,Software Engineer,0.8613,0.0993,0.6708,67.08
780,780,263,Machine Learning,0.8389,0.126,0.6607,66.07
780,780,1867,Database Administrator,0.8376,0.1111,0.656,65.6
780,780,605,Machine Learning,0.8329,0.1108,0.6524,65.24
780,780,547,Machine Learning,0.8382,0.0894,0.651,65.1
781,781,263,Machine Learning,0.8121,0.149,0.6463,64.63
781,781,605,Machine Learning,0.7936,0.1287,0.6274,62.74
781,781,1098,Software Engineer,0.7946,0.1182,0.6255,62.55
781,781,1736,Software Engineer,0.7952,0.1054,0.6227,62.27
781,781,1978,Machine Learning,0.7926,0.1015,0.6198,61.98
782,782,263,Machine Learning,0.8264,0.1294,0.6521,65.21
782,782,605,Machine Learning,0.815,0.0996,0.6362,63.62
782,782,1098,Software Engineer,0.8003,0.0798,0.6202,62.02
782,782,1736,Software Engineer,0.7916,0.0894,0.616,61.6
